"url","description"
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000830/18470814/019/0004","... make Whelan accompany them home ; Whelan, however, broke from them and ran away, and, whilst they were pursuing him, the  , Patrick Foley, came with a bludgeon and struck down the deceased, and also another person whom he met, named John Cullen ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000336/18470731/030/0005","... TAMWORTH. On Wednesday, the   of two members to serve for the borough of Tamworth took place on hustings erected in front of the Town Hall. The candidates were Sir li. Peel and the Rght Hon. W. Yates Peel, Sir Robert Peel m ide a long and able ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001652/18470807/026/0004","... THE GLOBE, SATURDAY, AUGUST 7, 1847.  . MANSION HOUSE. Conduct Steam-boat Captains. The Lord Mayor, upon taking the chair, stated that he had received letter which, it contained serious complaint of public nature, and described practice which he ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000155/18470812/016/0005","... four men then came up, some of whom kicked him. When he got up, he fonnd that tbe   had been rescued. He bad never kicked or Ul-used the  , but the   wm drunk and very disorderly, and had kicked Carter several times. Csrter, the constable ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001319/18470815/024/0002","... YORKSHIRE. Alarming   near Otlet.Pool feast, which has just been celebrated, was this year signalised a disturbance of a rather alarming character. The neighbourhood, it appears, is inundated with the navies employed on the Leeds an I Thirsk Railway ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001480/18470828/060/0004","... Church of England Journal. Notbi. Apflicatiob.At recent sitting of the Cheltenham Police Court, application was made to the   to pot down a fashion which was said bad become a positive nuisancenamely, the unnecessary length of ladies' dresses. As ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000408/18470805/040/0003","... nomination took pltce on Thunday the Town Hall, betoie ibe Mayor, Cha*. 8«. Barbe, fc»q. tier usual preliminaries, the meeting   the front oi the Angel Hotel, where the candidate* and their friend* reused the elector* from the cony, feilenca being procla ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001017/18470828/038/0008","... persons who bad assembled. Shortly before two clock Mr. OConnor, accompanied by Mr. Roberts, the lately defeated Chartist   for the borough of Blackburn, appeared on their way from the public-house at grand stand to the place of meeting. They were ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000270/18470807/031/0008","... WINDSOR  .-TOWN HALL. Thursday, Aug. 2. (Before William Legh, Esq., John Clode, Esq., Thos. Adams, Esq., and Robt. Blunt, Esq.) William King was charged with being drunk and conducting himself indecently, in George Street, on Sunday morning, at eleven ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000206/18470731/016/0004","... temporarily effected. The first information was brought on Wednesday afternoon, announcing the proposers and seconders of the   at several of the Yorkshire boroughs. On Thursday, the state of the poll at Leeds, Wakefield, and Halifax was transmitted ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000981/18470821/049/0004","... bench issue a summons for her attendance, and the police would then look after her. VARIETIES, SELECT, ORIGINAL, &c Coll tub;  . the evening of the l»th of January, 1746, . a young man of the name of Kelly, student of the University j entered the pit ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000876/18470731/031/0003","... have just seen letter from Nottingham which announce* the return of OCow bob and Walter, and the defeat of the Ministerial   Sir Cab Hobhocsb and Ma. Gisaoaßß. LIMERICK. Mr. W*. Smith has retired frosa th# contest, not from any #pprch#n#ion his ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001100/18470820/062/0008","... LATE BOROUGH  . To the Editors of the Nottingham Review. Gentlemen, As there are various reports how the late contest arose, and as some of the Whig party really believe that for more than fortnight previous to the late   secret arrangements ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000458/18470805/049/0002","... the borough of Tamworth took place. A numerous body of the most respectable inhabitants accompanied the candidates to the  . Sir Robert Peel and Mr. Yates Peel were the only candidates, and therefore were triumphantly returned. Sir Robert addressed ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000989/18470807/030/0003","... Maidstone Journal, Disgraceful Proceedings in Taunton. (From a correspondent.) Violent rioting after the election on Friday   the quiet of this generally respectable town. The Tory or Blue party, as they delight to be called, being unable by numbers ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000311/18470819/006/0002","... endeavour to put a stop lo the conflict, when the  , who was seconding one the men, knocked down the constable. When the poor man got up he was again knocked down by another of the mob. The   also struck him again, and others beat and kicked ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000270/18470821/042/0008","... BERKS COUNTY  .TOWN HALL. Windsor, Saturday, August 14. ( Before P. Crutchley, Esq., and H. Seymour, Esq.) Thomas Barrett and William Archer were charged Ephraim Grant, a constable of Clewcr, with having been drunk and disorderly on the 11th inst ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001325/18470807/061/0004","... is due to the neighbours for their prompt assistance. Riot and Fight after the Norwich  . During the after part of the day of polling the Norwich   (Thursday week), about of the navvies from the railway, wishing probably to give an extra ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000156/18470811/031/0004","... beim inable to carry their man, determined, if possible, b irute force prevent the Greens from carrying the irs Accordingly, a   of or 60 ruffians, with bludgeons 00 P roce on 'A away all banners an ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000336/18470731/030/0005","... election of two members to serve for the borough of Tamworth took place on hustings erected in front of the Town Hall. The   were Sir li. Peel and the Rght Hon. W. Yates Peel, Sir Robert Peel m ide a long and able speech from the hustings, going ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000265/18470807/018/0007","... property of Mrs. Body, they must acquit him. Verdict Not Guilty. Abraham Axhorn, 16, was indicted for being concerned in the  , and for breaking windows May last. No bill. Henry Harris, 21, had been committed on charge somewhat similar, but was not indicted ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000183/18470826/025/0003","... Saturday last, four men, named Joseph Johnson, Joseph Cater, William Newson, and W illiam Aiger were brought before the   at the Thames Police Court, charged with being present, and aiding and abetting a fight between the deceased and Auty, which ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000298/18470828/021/0003","... House of Correction. The Castle Donington constable appeared before the Bench with a summons for an assault, and sai the   in his absence called last evening and left three shillings, an 1 wished to have made up. (the constable) had told them they ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001316/18470806/017/0004","... being unable numbers carry their man, determined, possible, brute force prevent the Greens from carrying j theirs. Accordingly   of 59 or ruffians, well provided j with gin, beer, and bludgeons, fell on the process'! ja. took , all the banners and them ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000474/18470812/005/0002","... months ago, a   from the up country landed about six hundred sacks of flour in Newport, which were stored up in the Cattle Market. The price obtainable since that piriod was at one time about 80s. per sack, which was refused, as the   wanted from ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000051/18470826/006/0003","... same age. On Saturday last, and again yesterday, J. John- on, J. Cator, W. Newsom, and W. Ager, were charged before the   the Thames Police Court with being present, and aiding and abetting a fight between the deceased and Anty, which resulted ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000899/18470804/016/0004","... having got a situation, also turned round, because another place in the Customs was not procured for him I After this addrem a  :paraded the town, arid broke Alderman Woman's windows. Major Layard addressing the crowd opposite his 1 committee room in Carlow ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002212/18470804/032/0002","... CHELTENHAM   DOINGS. A fell, true, and particular account of the sayinp sad doings of the three great days of the Cheltenham   will be found in another place fine the pen of  our owe reporter. Is oddities to this faithful chrocide, we ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000928/18470821/045/0003","... bacon unaccountably took its departure. It was seen shortly afterwards upon the back of the  , proceeding towards Newport. On being taken into custody,   said he had found the flitch lying in the middle flf the road, with no one to protect it ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001649/18470814/003/0001","... bench to address the meeting received with hideous yells, groans and biases. He ratained position for near half hour before the   allowed him to apeak a word that could be beard even in the vicinity Where be etooii. The window ropes and blinds wc?e torn ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000843/18470814/004/0001","... MIDDLESEX. The Polling. A itrongcr entering Brentford yesterday would hardly have imagined it to be the focus of hotly-contested  . A tow groups of idlers in the streets, calculating the chances, and rogrotting tho good old times of Burdott, and Mcllish ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470729/077/0003","... anticipated a few days ago. The general opinion here is that the contest will be a close one. In the course of to-day another   for parliamentary honours has made his appearance, in the person of Mr. Peter Blackburne, a Conservative, and Chairman of ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470826/040/0007","... old and faithful servant ? Mr. Dolly was understood to say that as the police took the matter up he had no power, and the   com- mitted. The prisoner was immediately Acquitted. William Ing ram, -a very shrewd lad, aged 13, was in- dicted for stealing ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000270/18470807/031/0008","... was charged with being drunk and conducting himself indecently, in George Street, on Sunday morning, at eleven o'clock. The  , after receiving a sharp reprimand, was discharged, and the police were ordered to see him out of the town. On the application ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001100/18470813/039/0002","... all England, would take pattern The proceedings commenced on Wednesday, in the by the men of Nottingham, and at the next   re- Town Hull, Derby. Soon after one oclock, J. G. Crosse, turn one good Chartist, at least, bound to the six Esq., of Norwich ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000267/18470807/058/0008","... SOUTH WILTSHIRE. The   for the Southern Division of the county of Wilts, took place at Salisbury, on Thursday, when John Bennett, Esq., and the Hon. Sidney Herbert, were returned without opposition. The latter candidate entered the town about 11 ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0002214/18470802/056/0004","... IIK-11INGT011 SMITH seconded a vote of t ants Mr. Stratford, which, having bees sekeowledged, the meeting was declared to be   until five o'clock the foilewieg day. The proceedings terminated about one o'clock. The candidates with their several supporters ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000494/18470731/021/0005","... THB ISLE OF WIGHT. COWES, SATURDAY, July 31 The Elbotions. There have been no particular exertions used with regard to the   of candidates for the borough of New- port, as on former occasions, no hired mobs no open houses, nor banners ; one band ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000413/18470807/015/0001","... the Very Rev. Dr. Dawson, Vicar General cf Ardagh, &c &c. Freeman's Journal, Disgraceful Proceedings at Taunton. Violent   after the election on Friday disturbed the quiet of this generalh respectable town. The Tory or Blue party, they delight tt ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470826/040/0007","... Bullock, &c.) The trial ot the under-named   terminated thia unusually long sessions, excepting the review of the sen- tences. The calendar, at the close, contained the unprecedented number of 371   for trial. James Jackson Tickell, a very ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000298/18470828/024/0003","... police-constable PI itts, of the Leicestershire Constabulary, and conveyed to the Talbot Inn. A rush was immediately made by the  , consisting of between 200 and people, principally  navvies, who were armed with iormidablc bludgeons, uttered threats of ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001287/18470807/008/0002","... who werp exceedingly active, had to send for additional force of military. At the liooths, of which there were four, the   was so great that the assessor (Mr. Clarke) when he arrived had to adjourn the polling and direct them to be cleared. This ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000065/18470813/017/0005","... tle examining ?? P- ALARMING RIOT NEAR O'rLEY.-i'ool feast, whtinh Cite cemmenced on Monday, was this year signalised by a  . oie nce of a ratleer alarming character. The neiglebourhoed, it cro. appears, Is intundlated with lice navies emllployed ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000350/18470825/034/0005","... Eliza Bennitt charged Ann West with assaulting her on the 19th inst. The disturbance began over hanging clothes out in a   yard. Fined 2s. Gd., and in default 21 days' imprisonment.Samuel Saunders was fined 2s. Gd. and costs for assault upon Selina ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000425/18470811/002/0001","... THE CITY ELECTION-MONDAY. DECLARATION OF THE POLL. Shortly after Judge Jackson   his Court Monday evening, the High Sheriff, accompanied by the Assessor and Sub Sheriff, appeared the bench. Mr. Callaghan, together * ith his agent,and some other ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000366/18470731/028/0006","... police. Guilty of a common assault. To be imprisoned 12 months. Patrick M'Gough (24) and James Hamilton (22) were charged with   at Shotley Bridge, on the 27th of June. The Hon. Mr Liddell stated the case. The prisoners were labourers at the Derwent ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000091/18470814/059/0014","... to discover the men who acted as seconds on the occasion, so that some light may be t thrown on the affair. and the guilty   brought C to justice. t ALARMING RIOT NEAR OTLEY.-POol feast, which commenced on Monday, was this year signalised by i a ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470731/073/0003","... NOTTINGHAM, Nottingham, Friday.The sudden and unexpected result of this   has created the ntmost astonishment in the minds of all classes and of all parties. The town, after the close of the poll, was a scene of the most excited and extraordinary ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000897/18470821/017/0003","... expressive retire and indignation at the outrageous proceedings ' the Clare election, and Mr, John Dwyer atu*- tber, charging the   with disrespect the clergy act indicative demoralization and debase- merit. ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001292/18470814/058/0006","... first seen. .. ,' , ApM-Katiov. At the recent situne of Ui.- the Cheltenham police-court, application was made to the   to put down a fashion which it said had become a positive nuisancenamely, the unnecessary length of ladies dresses. As ..."
"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000252/18470807/084/0007","... may probably show another occasion, is becoming daily more impossible. LIVERPOOL  . [PVm» Liverpool Mercury.] Th« ent oftb* past weak in Liverpoolthe   of VMmbera for the bore«ighh*a presented one subject to the contemplation of every ..."
